0.0576458753	-0.6428571429	0.0652917505
-0.394668008	-0.5836016097	0.0676056338
-0.270221328	-0.5366197183	0.0532193159
-0.1938631791	-0.4652917505	0.0460764588
-0.4744466801	-0.4691146881	0.0585513078
-0.0403420523	-0.4549295775	0.0559356137
0.0564386318	-0.4336016097	0.0426559356
-0.2604627767	-0.3528169014	0.0532193159
-0.372334004	-0.3492957746	0.0576458753
-0.6556338028	-0.3581488934	0.065694165
-0.479778672	-0.3200201207	0.0532193159
-0.6280684105	-0.2284708249	0.0418511066
-0.7292756539	-0.2329979879	0.0523138833
-0.8350100604	-0.3465794769	0.0507042254
-0.5126760563	-0.6564386318	0.0612676056
-0.6021126761	-0.5095573441	0.0634808853
-0.5136820926	-0.2058350101	0.0554325956
-0.7890342052	-0.1117706237	0.0554325956
0.1457746479	-0.7384305835	0.0497987928
-0.4004024145	-0.2353118712	0.0475855131
-0.4445674044	-0.1220321932	0.0430583501
-0.1975855131	-0.066498994	0.0521126761
-0.5394366197	-0.0539235412	0.050804829
-0.6617706237	-0.0376257545	0.0591549296
-0.0988933602	0.0113682093	0.0550301811
-0.885110664	0.1367203219	0.0541247485
-0.7861167002	0.0612676056	0.0540241449
-0.7636820926	0.1601609658	0.0447686117
-0.6790744467	0.2081488934	0.0478873239
-0.5883299799	0.2733400402	0.0530181087
-0.209054326	0.0908450704	0.0479879276
-0.8106639839	0.2673038229	0.0561368209
-0.4312877264	0.1081488934	0.0550301811
-0.5170020121	0.3457746479	0.0438631791
-0.8228370221	0.3876257545	0.0570422535
-0.7525150905	-0.0193158954	0.0315895372
-0.442555332	0.4059356137	0.0468812877
-0.2906438632	0.2651911469	0.0591549296
0.1193158954	0.1316901408	0.0478873239
-0.3558350101	0.3497987928	0.0448692153
0.3527162978	0.1034205231	0.0525150905
0.5984909457	0.5815895372	0.0449698189
0.609054326	-0.1378269618	0.0509054326
0.5850100604	0.0060362173	0.0569416499
0.611971831	0.4392354125	0.0540241449
0.2777665996	0.4631790744	0.0525150905
0.4261569416	0.1828973843	0.0479879276
0.4501006036	0.0314889336	0.0494969819
0.2028169014	0.0540241449	0.0614688129
0.2597585513	0.6430583501	0.0599597586
0.210362173	0.358249497	0.0554325956
0.4891348089	0.5051307847	0.0479879276
0.1369215292	0.6624748491	0.0267605634
0.5115694165	0.3971830986	0.0525150905
-0.2722334004	0.6295774648	0.0584507042
0.3842052314	0.7	0.0584507042
0.3527162978	0.3087525151	0.0389336016
0.2162977867	-0.1918511066	0.0525150905
-0.1357142857	0.9173038229	0.0532193159
-0.0804828974	0.8069416499	0.0501006036
0.0482897384	0.5964788732	0.0459758551
0.8222334004	0.1911468813	0.0551307847
0.7705231388	0.3130784708	0.0449698189
0.7036217304	-0.2431589537	0.0584507042
0.6903420523	0.3647887324	0.043360161
0.8489939638	-0.0845070423	0.0501006036
0.0022132797	0.9043259557	0.0571428571
-0.1147887324	0.6086519115	0.0518108652
0.9391348089	-0.1596579477	0.0316901408
0.6696177062	-0.5839034205	0.0538229376
0.411971831	-0.6837022133	0.0526156942
-0.1232394366	0.3690140845	0.0507042254
-0.5750503018	0.1632796781	0.0476861167
-0.0272635815	0.1550301811	0.056639839
